"id","promotion","tri","nom","prenom","sexe","titre","notBefore","notAfter","authorKey","authorRef","ppn_position","ppn_these","an_these"
"200006","2000","bouquin","Bouquin","Hélène","2","Les aventures d’un roman médiéval. Édition et adaptation de l’<i>Histoire_de_Mélusine</i> de Jean d’Arras (XV<sup>e</sup>-XIX<sup>e</sup> siècle)","1400","1899","200006_bouquin","054300932","","149713835",""
"200007","2000","burget","Burget","Rémy","1","Rhétorique et liturgie en Gaule mérovingienne. L’exemple des rituels et des oraisons de l’offertoire de la messe","500","799","200007_burget","149714017","","149713975",""
"200008","2000","canteaut","Canteaut","Olivier","1","Philippe_V et son Conseil : le gouvernement royal de 1316 à 1322","1316","1322","200008_canteaut","101839839","","149714122",""
"200009","2000","chamonard","Chamonard","Marie","2","Michel_Butor et ses artistes : livres manuscrits (1968-1998)","1968","1998","200009_chamonard","086104098","","149714270",""
"200010","2000","chevrantbreton","Chevrant-Breton","Philippe","1","L’abolition des capitulations et la suppression des tribunaux mixtes en Égypte (1919-1949)","1919","1949","200010_chevrantbreton","14974983X","","",""
"200011","2000","clatin","Clatin","Marianne","2","Frantz_Jourdain (1847-1935), architecte, critique d’art et homme de lettres","1847","1935","200011_clatin","078628385","","149714912",""
"200012","2000","cojannot","Cojannot","Alexandre","1","Louis_Le_Vau. Les débuts d’un architecte parisien (1612-1654)","1612","1654","200012_cojannot","142691593","","149714971",""
"200013","2000","crevoisierdevomecourt","Crevoisier De Vomécourt, De","Sophie","2","Les Carmes_déchaussés de Paris et de Charenton aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles","1600","1799","200013_crevoisierdevomecourt","060912219","","149714998",""
"200015","2000","delfour","Delfour","Françoise","2","L’École d’agriculture de Grignon (1867-1918)","1867","1918","200015_delfour","149749023","","149748957",""
"200016","2000","desmet","Desmet","Frédérique","2","Le roman en prose <i>Guy_de_Warewyk</i> (XV<sup>e</sup> siècle). Édition et commentaire","1400","1499","200016_desmet","149749309","","14974918X",""
"200017","2000","dinard","Dinard","Simon-Pierre","1","Le cardinal_de_Granvelle et la Franche-Comté. La correspondance comme instrument de gouvernement","1517","1586","200017_dinard","113099762","","149749465",""
"200018","2000","faivredarcier","Faivre D’arcier","Louis","1","La circulation des manuscrits du <i>De_Excidio_Trojae</i> de Darès_le_Phrygien (VIII<sup>e</sup>-XV<sup>e</sup> siècle)","700","1499","200018_faivredarcier","108974146","","149749627",""
"200019","2000","fontanel","Fontanel","Julie","2","Le chartrier de la cathédrale de Coutances (XI<sup>e</sup>-XIV<sup>e</sup> siècle)","1000","1399","200019_fontanel","078598818","","149749945",""
"200020","2000","gabet","Gabet","Olivier","1","La maison Fourdinois. Néo-styles et néo-Renaissance dans le goût des arts décoratifs dans la seconde moitié du <abbr>xix<sup>e</sup></abbr> siècle","1850","1899","200020_gabet","108961303","","149750226",""
"200021","2000","gadrat","Gadrat","Christine","2","Les <i>Mirabilia_descripta</i> de Jordan_Catala_de_Sévérac. Une image de l’Orient au <abbr>xiv<sup>e</sup></abbr> siècle","1300","1399","200021_gadrat","092367402","","149750390",""
"200022","2000","jeay","Jeay","Claude","","Du sceau à la signature. Histoire des signes de validation en France (XIII<sup>e</sup>-XVI<sup>e</sup> siècle)","1200","1599","200022_jeay","084273089","","149750641",""
"200023","2000","josse","Josse","Anne-Claire","2","Édition critique des lettres d’Antoine_Singlin (1607-1664), Supérieur de Port-Royal","1607","1664","200023_josse","06092537X","","149750838",""
"200024","2000","ladant","Ladant","Julie","2","Le fermier général Claude_Dupin (1686-1769)","1686","1769","200024_ladant","08568774X","","149751125",""
"200025","2000","lauby","Lauby","Aurélie","2","Un manuscrit arthurien et son commanditaire : le <i>Guiron_le_Courtois</i> de Bernarbo_Visconti (BNF, ms n.a.f. 5243)","1354","1385","200025_lauby","08375539X","","149751338",""
"200026","2000","legendre","Legendre","Olivier","1","Le <i>Liber_Visionum_et_Miraculorum</i>. Édition du manuscrit 946 de la bibliothèque_municipale de Troyes","1150","1199","200026_legendre","088471632","","149751575",""
"200027","2000","lepolard","Lépolard","Hugues","1","Le chartrier du chapitre cathédral de Soissons. Étude et édition","1089","1243","200027_lepolard","149751974","","149751834",""
"200028","2000","lhoumeau","Lhoumeau","Hélène","2","Les expéditions françaises en Floride (1562-1568)","1562","1568","200028_lhoumeau","149752326","","149752210",""
"200029","2000","menage","Ménage","Christian","1","Le <i>De_processione_Spiritus_sancti</i> de Théodulfe d’Orléans. Édition, étude des sources et commentaire","800","809","200029_menage","149752687","","149752571",""
"200014","2000","neouze","Néouze","Valérie","2","Antoine_Rivalz (1667-1735)","1667","1735","200014_neouze","149748760","","149748655",""
"200030","2000","pairault","Pairault","Louis-Gilles","1","Poésie française et métrique latine chez Michel_de_Boteauville. Édition critique bilingue latin-français du poème « Les_Misères_de_la_guerre » (<i>Carmen_de_miseriis_guerre</i>)","1435","1499","200030_pairault","08233269X","","149757190",""
"200031","2000","pam","Pam","Adama Aly","","Fièvre jaune et ordre colonial au Sénégal (1850-1960)","1850","1960","200031_pam","149757425","","149757395",""
"200032","2000","thery","Théry","Julien","1","La parole aux Albigeois. Le procès de Bernard_de_Castanet, évêque d’Albi (1307-1308)","1307","1308","200032_thery","076039595","","149757476",""
"200033","2000","versavel","Versavel","Dominique","","Les voyages présidentiels dans la France de l’Entre-deux-guerres. Rôle et images des chefs d’État de 1918 à 1940","1918","1940","200033_versavel","060944455","","149757565",""
"200034","2000","veyssiere","Veyssière","Marion","2","Les voyages français à la Chine. Vaisseaux et équipages (1720-1793)","1720","1793","200034_veyssiere","149757743","","149757662",""
"200035","2000","vissiere","Vissière","Laurent","1","Louis_II_de_La_Trémoille ou la découverte de l’Italie. Édition de correspondance (1480-1525)","1480","1525","200035_vissiere","061532975","","149757808",""
"199901","1999","alexandre","Alexandre","Arnaud","1","Les travaux d’art et les collections de Louis d’Orléans (1389-1407)","1389","1407","199901_alexandre","","","",""
"199902","1999","allain","Allain","Alexandre","1","La France de Guizot et l’Extrême-Orient (1840-1848)","1840","1848","199902_allain","","","",""
"199903","1999","ashta","Ashta-Bargouin","Emmanuelle","2","Les Trésoriers généraux de la généralité de Paris (1557-1643)","1557","1643","199903_ashta","","","",""
"199904","1999","auclair","Auclair","Mathias","1","Politique lignagère et ambitions comtales en Lorraine : la famille et la seigneurie d’Apremont, des origines au début du <abbr>xiv<sup>e</sup></abbr> siècle","950","1399","199904_auclair","","","",""
"199905","1999","basquin","Basquin","Claire","2","Romain_Rolland et l’Agence_des_prisonniers de Genève (1914-1916)","1914","1916","199905_basquin","","","",""
"199906","1999","becker","Becker-Jeanjean","Caroline","2","Les récits illustrés de voyages pittoresques publiés en France entre 1770 et 1855","1770","1855","199906_becker","","","",""
"199907","1999","black","Black","Kéda","","Mise en scène et représentation de la féminité dans la presse : les pages féminines de <i>Paris-Soir</i> et du <i>Daily_Express</i> dans les années 1930","1930","1939","199907_black","","","",""
"199908","1999","bon","Bon","Bruno","1","Les Sermons d’Adémar_de_Chabannes. Édition du manuscrit de Berlin","989","1034","199908_bon","","","",""
"199909","1999","boyer","Boyer","Fabrice","1","A la croisée des régimes : la carrière de l’avocat bordelais Jean-Baptiste_Sylvère_de_Gaye_de_Martignac (1778-1832)","1778","1832","199909_boyer","","","",""
"199910","1999","butlen","Butlen","Fabrice","1","Un grammairien traducteur : Vaugelas et sa traduction de Quinte-Curce","1620","1650","199910_butlen","","","",""
"199911","1999","carou","Carou","Alain","1","La scène multipliée : écrivains, littérature et cinéma en France de 1906 à 1914","1906","1914","199911_carou","","","",""
"199912","1999","carouge","Carouge","Pierre","1","L’amiral_de_Bonnivet et sa famille (v. 1450-v. 1525)","1450","1525","199912_carouge","","","",""
"199913","1999","chabanne","Chabanne","Laure","2","Union des arts et enseignement artistique : l’École des beaux-arts de 1857 à 1914","1857","1914","199913_chabanne","","","",""
"199914","1999","chave","Chave","Isabelle","2","Les châteaux de l’apanage d’Alençon (v. 1350-v. 1450)","1350","1450","199914_chave","","","",""
"199915","1999","chevalier","Chevalier","Christine","2","Le <i>De_dono_timoris</i> du dominicain Humbert_de_Romans (?-1277). Édition et commentaire","1200","1277","199915_chevalier","","","",""
"199916","1999","chevrantbreton","Chevrant-Breton","Philippe","1","L’abolition des capitulations et la suppression des tribunaux mixtes en Egypte (1937)","1937","1937","199916_chevrantbreton","","","",""
"199917","1999","chompret","Chompret","Marie-France","2","L’hygiène alimentaire des soldats de l’armée de terre française (v. 1770-v. 1880)","1770","1880","199917_chompret","","","",""
"199918","1999","claerr","Claerr","Thierry","1","Le monde seigneurial dans le comté de Dammartin-en-Goële à la fin du Moyen_Âge (v. 1320- v. 1520)","1320","1520","199918_claerr","","","",""
"199919","1999","coilly","Coilly","Nathalie","2","La reliure d’étoffe au temps des princes de Valois (seconde moitié du <abbr>xiv<sup>e</sup></abbr> siècle – début du <abbr>xv<sup>e</sup></abbr> siècle)","1350","1430","199919_coilly","","","",""
"199920","1999","eyroi","Eyroi","Karine","2","Saint_Joseph mis en image : iconographie et culte de saint_Joseph, de la fin du <abbr>xiv<sup>e</sup></abbr> à la veille du concile_de_Trente","1370","1542","199920_eyroi","","","",""
"199921","1999","ferri","Ferri","Laurent","1","L’héraldique balzacienne, mise en perspective","1799","1850","199921_ferri","","","",""
"199922","1999","franceschi","Franceschi, De","Sylvio-Hemann","1","Antiromanisme doctrinal, pouvoir et raison du prince : le prisme du prince (1606-1611)","1606","1611","199922_franceschi","","","",""
"199923","1999","gardais","Gardais","Marie-Odile","2","La vêture en pays vannetais à travers les sources d’archives (milieu du <abbr>xviii<sup>e</sup></abbr> - milieu du <abbr>xix<sup>e</sup></abbr> siècle)","1750","1850","199923_gardais","","","",""
"199924","1999","gaudelus","Gaudelus","Sébastien","1","Les offices des ténèbres aux <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles","1600","1799","199924_gaudelus","","","",""
"199925","1999","gaviglio","Gaviglio","Catherine","2","Charles_de_Spoelberch de Lovenjoul (1836-1907), un collectionneur et ses libraires","1836","1907","199925_gaviglio","","","",""
"199926","1999","gheno","Gheno","Pierre","1","Les marques typographiques en France des origines à 1600","0","1600","199926_gheno","","","",""
"199927","1999","giordanengo","Giordanengo","Claire","2","Le <i>Codex</i> de Lambert, évêque d’Arras (1093-1115). Introduction, édition et traduction","1093","1115","199927_giordanengo","","","",""
"199928","1999","hamon","Hamon","Etienne","1","Un chantier de l’époque flamboyante, la reconstruction de la tour nord de la cathédrale de Bourges (1507-1537)","1507","1537","199928_hamon","","","",""
"199929","1999","harrouet","Harrouet","Roseline","2","Une famille de bibliophiles au <abbr>xv<sup>e</sup></abbr> siècle, les Coëtivy","1400","1499","199929_harrouet","","","",""
"199930","1999","jardin","Jardin","Sylvestre","1","La carrière de Jean_Argyropoulos avant 1453 : contribution à l’histoire de la renaissance byzantine","1400","1453","199930_jardin","","","",""
"199931","1999","lanoye","Lanoye","Sébastien","1","Le duc de Bourbon, premier ministre de Louis_XV","1723","1726","199931_lanoye","","","",""
"199932","1999","lebigue","Lebigue","Jean-Baptiste","1","La prédication de Prévôtin_de_Crémone : édition des sermons de Mayence et de Paris","1200","1220","199932_lebigue","","","",""
"199933","1999","lefevre","Lefevre","Vincent","1","Les bronzes chola vishnouites","850","1250","199933_lefevre","","","",""
"199934","1999","loire","Loire","Marion","2","Le familistère de Guise (1858-1968) : architecture, habitat, vie quotidiennne","1858","1968","199934_loire","","","",""
"199935","1999","marguin","Marguin","Elsa","2","L’<i>Ars_lectoria_Ecclesie</i> de Jean_de_Garlande. Étude, édition et traduction","1200","1252","199935_marguin","","","",""
"199936","1999","martin","Martin","Sylvie","2","L’École nationale de arts décoratifs de 1877 à 1941 : la réconciliation des arts appliqués et de l’architecture","1877","1941","199936_martin","","","",""
"199937","1999","meunier","Meunier","Florian","1","Martin_Chambigues (v. 1460-1532), l’architecte des cathédrales flamboyantes","1460","1532","199937_meunier","","","",""
"199938","1999","nadrigny","Nadrigny","Xavier","1","L’information politique à Toulouse dans la première moitié  du <abbr>xv<sup>e</sup></abbr> siècle (1414-1444)","1414","1444","199938_nadrigny","","","",""
"199939","1999","nau","Nau","Claire","2","Contribution à l’histoire de la Saintonge et de l’Aunis pendant la guerre_de_Cent_ans","1337","1453","199939_nau","","","",""
"199940","1999","palluault","Palluault","Florent","1","La société_anatomique de Paris : étude institutionnelle et prosopographique d’une société médicale parisienne","1803","1999","199940_palluault","","","",""
"199941","1999","perrillat","Perrillat","Laurent","1","Le duché de Genevois aux <abbr>xvi<sup>e</sup></abbr> et <abbr>xvii<sup>e</sup></abbr> siècles : aspects institutionnels d’un apanage savoyard","1500","1699","199941_perrillat","","","",""
"199942","1999","rouet","Rouet","Dominique","","Le cartulaire de Saint-Pierre_de_Préaux : étude et édition du manuscrit dans son état de 1227","1227","1227","199942_rouet","","","",""
"199943","1999","stoll","Stoll","Mathieu","1","Claude_Le_Peletier (1631-1711), contrôleur général des finances de Louis_XIV","1631","1711","199943_stoll","","","",""
"199944","1999","vaisse","Vaisse","Damien","1","La communauté urbaine de la cité de Toul, du milieu du <abbr>xiv<sup>e</sup></abbr> siècle à la fin du <abbr>xv<sup>e</sup></abbr> siècle","1330","1499","199944_vaisse","","","",""
"199945","1999","veysseyre","Veysseyre","Géraldine","2","Le <i>Roman_de_Brut</i> de Jean_de_Wauquelin, traduction de l’<i>Historia_regum_Britannie</i>","1444","1445","199945_veysseyre","","","",""
"199801","1998","barral","Barral","Pierre-Emmanuel","1","Politique et missions archéologiques  italiennes en Libye du début du <abbr>xx<sup>e</sup></abbr> siècle à 1943","1900","1943","199801_barral","","","",""
"199802","1998","barron","Barron","Géraldine","2","Les voyages autour du monde de Cyrille-Pierre-Théodore_Laplace : les campagnes de La_Favorite (1829-1932) et de l’Artémise  (1837-1840)","1837","1840","199802_barron","","","",""
"199803","1998","bentemps","Bentemps-Sauvageot","Isabelle","2","Jules_Claretie, administrateur de la Comédie-Française (1885-1913)","1885","1913","199803_bentemps","","","",""
"199804","1998","bodeau","Bodeau","Florence","2","Comportements et mentalités à Paris au milieu du <abbr>xvii<sup>e</sup></abbr> siècle, d’après les archives criminelles  du For-l’Évêque","1620","1680","199804_bodeau","","","",""
"199805","1998","bonnel","Bonnel","Sylvie","2","Structures économiques, sociales et politiques à Rognes (début du <abbr>xiv<sup>e</sup></abbr> siècle – milieu du <abbr>xv<sup>e</sup></abbr> siècle)","1300","1470","199805_bonnel","","","",""
"199806","1998","bouju","Bouju","Marie-Cécile","2","L’école Estienne de 1889 à 1949 : la question de l’apprentissage dans les industries du livre","1889","1949","199806_bouju","","","",""
"199807","1998","bourel","Bourel","Sylvie","2","Elisa_Bonaparte-Baciocchi, grande duchesse de Toscane, et le gouvernement général des départements toscans (1809-1814)","1809","1814","199807_bourel","","","",""
"199808","1998","buanic","Buanic","Nicolas","1","Kervélégan (1748-1825), le Vétéran de la Révolution","1748","1825","199808_buanic","","","",""
"199809","1998","chompret","Chompret","Marie-France","2","L’hygiène alimentaire des soldats de l’armée de terre française (1770-1880)","1770","1880","199809_chompret","","","",""
"199810","1998","collignon","Collignon","Laure","2","Les ambassadeurs et l’ambassade de France en Angleterre","1789","1998","199810_collignon","","","",""
"199811","1998","dafflon","Dafflon","Alexandre","1","L’ambassade de Claude-Théophile_de_Bésiade, marquis d’Avaray, près les cantons suisses (1716-1726) : étude du fonctionnement de l’ambassade de France en Suisse au début du <abbr>xviii<sup>e</sup></abbr> siècle","1716","1726","199811_dafflon","","","",""
"199812","1998","dectot","Dectot","Xavier","1","La mort en Champagne : étude de l’art funéraire aux <abbr>xii<sup>e</sup></abbr> et <abbr>xiii<sup>e</sup></abbr> siècles","1100","1299","199812_dectot","","","",""
"199813","1998","geyer","Geyer","Myriam","2","La vie musicale à Stasbourg sous l’Empire allemand (1871-1918)","1871","1918","199813_geyer","","","",""
"199814","1998","gil","Gil-Charreaux","Stéphanie","2","Évolution  du monde de l’évolution enfantine (1875-1914)","1875","1914","199814_gil","","","",""
"199815","1998","gueit","Gueit","Lydiane","2","Paribas et les télécommunications (1918-1968) : autour de la Compagnie générale de télégraphie sans fil","1918","1968","199815_gueit","","","",""
"199816","1998","haan","Haan","Bertrand","1","Diplomatie  et réforme catholiques. Étude et édition de la correspondance du nonce en France_Gasparo_Silingardi (1599-1601)","1599","1601","199816_haan","","","",""
"199817","1998","heurtebise","Heurtebise","Damien","1","Les sources de l’hagiographie épiscopale angevine avant l’an mille","500","999","199817_heurtebise","","","",""
"199818","1998","homer","Homer","Isabelle","2","Médecins et chirurgiens à Saint-Domingue au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","199818_homer","","","",""
"199819","1998","jacquier","Jacquier","Bernard","1","Les saints enfants de Baccius en Lientrude : Élophe et Euchaire, Libaire, Menne, Suzanne, Ode et Gontrude. Étude littéraire, historique et iconographique d’un culte de saints lorrains, du <abbr>iv<sup>e</sup></abbr> siècle à nos jours","1500","1998","199819_jacquier","","","",""
"199820","1998","kania","Kania","Christophe","1","La France et la Pologne de Versailles à Locarno (1919-1925)","1919","1925","199820_kania","","","",""
"199821","1998","lenoir","Lenoir","Juliette","2","Le confort de la chambre_à_coucher parisienne (1640-1780).","1640","1780","199821_lenoir","","","",""
"199822","1998","lesquins","Lesquins","Noémie","2","Jean_le_Couteur, architecte des Trente_Glorieuses","1945","1974","199822_lesquins","","","",""
"199823","1998","mangin","Mangin","Valérie","2","De la Grande chancellerie au ministère de la Justice (1774-1792)","1774","1792","199823_mangin","","","",""
"199824","1998","montalescot","Montalescot-Dufour","Clémence","2","Louis_Bruyère (1758-1831) et la direction des travaux de Paris de 1811 à 1853","1811","1853","199824_montalescot","","","",""
"199825","1998","nguyen","Nguyen","Anne-Thérèse","2","Les satellites français de télécommunication Télécom 1 (1978-1988)","1978","1988","199825_nguyen","","","",""
"199826","1998","olive","Olive","Béatrice","2","L’évolution des limites territoriales  du Canada français (1713-1763). Essai de géographie historique","1713","1763","199826_olive","","","",""
"199827","1998","palewska","Palewska","Marie","2","Le <i>Journal_des_voyages_et_des_aventures_de_terre_et_de_mer</i> de 1877 à 1915","1877","1915","199827_palewska","","","",""
"199828","1998","petrazoller","Petrazoller","François","1","L’urbanisme à Strasbourg au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","199828_petrazoller","","","",""
"199829","1998","rollet","Rollet","Nathalie","2","L’iconographie du <i>Lancelot_en_prose</i> à la fin du Moyen_Âge (v. 1340-v. 1500)","1340","1499","199829_rollet","","","",""
"199830","1998","rouge","Rouge","Isabelle","2","L’arc de triomphe de l’Étoile, « Panthéon de la France guerrière depuis 1789 »","1789","1998","199830_rouge","","","",""
"199831","1998","seta","Seta","Frédérique","2","Le bagne de Brest (1749-1800) : l’émergence d’une institution pénitentiaire au siècle des Lumières","1749","1799","199831_seta","","","",""
"199832","1998","solanbethmale","Solan Bethmale, De","Olivier","1","Les propositions de réforme du calendrier au <abbr>xv<sup>e</sup></abbr> siècle","1400","1499","199832_solanbethmale","","","",""
"199833","1998","spirta","Spirta","Boris","1","Pouvoirs et société dans les confins de Dalmatie et de Croatie (1645-1699)","1645","1699","199833_spirta","","","",""
"199834","1998","turck","Turck","Sandrine","2","Les dominicains à Strasbourg (1224-1420)","1224","1420","199834_turck","","","",""
"199835","1998","veyssiere","Veyssière","Laurent","1","Recueil des chartes de l’abbaye de Clairvaux.","1115","1792","199835_veyssiere","","","",""
"199701","1997","albaret","Albaret","Lucie","2","Le bailliage de Lens aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles (1291-1436)","1291","1436","199701_albaret","","","",""
"199702","1997","auzel","Auzel","Jean-Baptiste","1","Le général de Bourmont sous le règne de Louis_XVIII, portrait moral et politique","1814","1824","199702_auzel","","","",""
"199703","1997","bailly","Bailly","Élisabeth","2","Les prémices de l’anglomanie : la connaissance des auteurs anglais en France à travers les périodiques (1717-1747)","1717","1747","199703_bailly","","","",""
"199704","1997","barret","Barret","Sébastien","1","Les préambules des actes royaux pendant le règne de Jean_II_le_Bon","1350","1364","199704_barret","","","",""
"199705","1997","becci","Becci","Remo","1","Le chartrier de l’abbaye de Saint-Maurice_d_Agaune (1128-1292)","1128","1292","199705_becci","","","",""
"199706","1997","bergia","Bergia","Magali","2","La mandragore du Levant : voyageurs et consuls français et britanniques à Chypre, à la fin de la période ottomane (1800-1878)","1800","1878","199706_bergia","","","",""
"199707","1997","beyssere","Beyssère","Marianne","2","L’iconographie de l’arche de Noé, du <abbr>iii<sup>e</sup></abbr> au <abbr>xv<sup>e</sup></abbr> siècle : du texte aux images","200","1499","199707_beyssere","","","",""
"199708","1997","billot","Billot","Stéphanie","2","Trois-Fontaine, fille aînée de Clairvaux : étude et édition du chartrier (1118-1231)","1118","1231","199708_billot","","","",""
"199709","1997","bos","Bos","Agnès","2","L’architecture religieuse flamboyante à Paris (1436-1500)","1436","1499","199709_bos","","","",""
"199710","1997","bourel","Bourel","Sylvie","2","Elisa_Bonaparte-Baciocchi, grande duchesse de Tosane, et le département de l’Arno (1809-1814)","1809","1814","199710_bourel","","","",""
"199711","1997","brzustowski","Brzustowski","Katie","2","Les institutions et les officiers du duché-pairie de Nivernais (1539-1790)","1539","1790","199711_brzustowski","","","",""
"199712","1997","cazaux","Cazaux","Christelle","2","La musique à la cour de François_I<sup>er</sup>, un art au service de la politique","1515","1547","199712_cazaux","","","",""
"199713","1997","delmas","Delmas","Jean-François","1","Les Bassompierrs : étude d’une famille de « chevaux_de_Lorraine », de la fin de l’Ancien_Régime à la monarchie_de_Juillet","1700","1848","199713_delmas","","","",""
"199714","1997","devic","Devic","Laure-Cassandre","2","Le cardinal Guillaume_Fillastre (1348-1428), un prélat humaniste dans la tourmente du Grand_Schisme et de la guerre civile","1348","1428","199714_devic","","","",""
"199715","1997","diry","Diry","Isabelle","2","L’assemblée des villes de Basse-Auvergne (fin du <abbr>xvi<sup>e</sup></abbr> siècle et <abbr>xvii<sup>e</sup></abbr> siècle)","1550","1699","199715_diry","","","",""
"199716","1997","dutheil","Dutheil De La Rochere","Anne-Élisabeth","2","La Victorine (1919-1929), un studio français à l’époque du cinéma muet","1919","1929","199716_dutheil","","","",""
"199717","1997","duval","Duval","Frédéric","1","Édition critique du <i>Romuleon</i> de Benvenuto_da_Imola dans la traduction de Sébastien_Mamerot","1320","1388","199717_duval","","","",""
"199719","1997","gauthier","Gauthier","Christophe","1","La passion du cinéma : cinéphiles, ciné-clubs et salles spécialisées à Paris de 1920 à 1929","1920","1929","199719_gauthier","","","",""
"199720","1997","geneste","Geneste","Pascal","1","Monseigneur_de_Caylus (1669-1754), évêque d’Auxerre, le « défenseur de la Vérité »","1669","1754","199720_geneste","","","",""
"199721","1997","georgeon","Georgeon-Liskenne","Anne","2","Les relations architecturales entre la France et la Mitteleuropa dans la seconde moitié du <abbr>xix<sup>e</sup></abbr> siècle, à la lumière des revues de l’époque","1850","1899","199721_georgeon","","","",""
"199722","1997","guibaud","Guibaud","Caroline","2","Étude sur l’iconographie et l’expression du péjoratif dans le livre des Psaumes de la Bible moralisée (B.N.F., lat. 11560)","1000","1499","199722_guibaud","","","",""
"199723","1997","hottin","Hottin","Christian","1","Étude sur la décoration des établissements d’enseignement supérieur à Paris (XIX<sup>e</sup>-XX<sup>e</sup> siècles)","1800","1997","199723_hottin","","","",""
"199724","1997","huthwohl","Huthwohl","Joël","1","Quinze ans d’Odéon : le répertoire du second Théâtre-Français  (1866-1880)","1866","1880","199724_huthwohl","","","",""
"199725","1997","jaeger","Jaeger","Caroline","2","Étude topographique et sociale de Lorgues (Var), à travers les cadastres des <abbr>xvi<sup>e</sup></abbr>, <abbr>xvii<sup>e</sup></abbr> et <abbr>xviii<sup>e</sup></abbr> siècles. Essai sur la genèse d’une ville","1500","1799","199725_jaeger","","","",""
"199726","1997","koble","Koble","Nathalie","2","Les <i>Prophesies_de_Merlin</i>, roman en prose du <abbr>xiii<sup>e</sup></abbr> siècle. Édition critique et commentaire littéraire","1200","1299","199726_koble","","","",""
"199727","1997","laux","Laux","Frédéric-Nicolas","1","Le Royaume-Uni et l’affaire du Luxembourg (1867) : mythe et réalité de la <i>Pax_Britannica</i>","1867","1867","199727_laux","","","",""
"199728","1997","lecoent","Le Coent","Magali","2","Les capitaines de vaisseau promus sous le ministère de Maurepas (1723-1749)","1723","1749","199728_lecoent","","","",""
"199729","1997","leguillou","Le Guillou","Yves","1","Les Bouthillier, de l’avocat au surintendant (v. 1540-1652), histoire d’une ascension sociale et formation d’une fortune","1540","1652","199729_leguillou","","","",""
"199730","1997","manville","Manville","Sylvain","1","Les notaires et secrétaires du roi sous le règne de Charles_VI, les hommes et leurs fonctions","1380","1422","199730_manville","","","",""
"199731","1997","mariacci","Mariacci","Caroline","2","Les noms de lieu du canton de Fayence (Var)","-500","1997","199731_mariacci","","","",""
"199718","1997","montserrat","Montserrat Farguell","Isabelle","2","La construction d’ensembles locatifs à Paris par des communautés ecclésiastiques sous Louis_XIV","1650","1715","199718_montserrat","","","",""
"199732","1997","morgat","Morgat","Alain","1","Les apanages des princes et princesses de la famille royale (1515-1559)","1515","1559","199732_morgat","","","",""
"199733","1997","okret","Okret","Christine","2","La « culture de l’esprit d’entente cordiale » : l’association France-Grande-Bretagne (1919-1940)","1919","1940","199733_okret","","","",""
"199734","1997","panizosantos","Panizo Santos","Ignacio","1","Le lycée de Pampelune et sa bibliothèque, introduction à la lecture publique en Navarre (1842-1930)","1842","1930","199734_panizosantos","","","",""
"199735","1997","peltier","Peltier","Marie-Hélène","2","Les officiers de marine protestants et la révocation de l’Édit de Nantes (1669-1715)","1669","1715","199735_peltier","","","",""
"199736","1997","pousset","Pousset","Catherine","2","Le prêt à la Bibliothèque nationale sous l’administration de Jules_Taschereau (1858-1874)","1858","1874","199736_pousset","","","",""
"199737","1997","roche","Roche","Nicolas","1","Les armoiries imaginaires des personnages de l’Antiquité, de l’Orient et de la Bible (XII<sup>e</sup>-XVII<sup>e</sup> siècle)","1100","1699","199737_roche","","","",""
"199738","1997","salmon","Salmon De La Godelinais","Tifenn","1","Les comptes de la commanderie_de_Saint-Denis au <abbr>xiii<sup>e</sup></abbr> siècle : le souci de la mémoire","1200","1299","199738_salmon","","","",""
"199739","1997","sordet","Sordet","Yann","1","Le livre entre autres objets : Pierre_Adamoli (1707-1769), un curieux des Lumières et ses collections","1707","1769","199739_sordet","","","",""
"199740","1997","tedaldi","Tedaldi-Da Lage","Cécile","2","Étude sur la vallée de la Somme entre Amiens et Saint-Valery-sur-Somme, du <abbr>xi<sup>e</sup></abbr> au début du <abbr>xiv<sup>e</sup></abbr> siècle","1000","1399","199740_tedaldi","","","",""
"199741","1997","vandewalle","Van De Walle","Thomas","1","Paul_Barrillon, ambassadeur de France en Angleterre (1677-1688)","1677","1688","199741_vandewalle","","","",""
"199601","1996","avezou","Avezou","Laurent","1","Sully à travers l’histoire, les avatars d’un mythe politique","1600","1996","199601_avezou","","","",""
"199602","1996","barbat","Barbat","Philippe","1","Le <i>Libellus_peregrinacionis_tocius_Terre_sancte</i> d’Amédée_de_Bouvier, o.f.m","1426","1452","199602_barbat","","","",""
"199603","1996","blais","Blais","Hélène","2","Les voyages d’Abel_Dupetit-Thouars et les débuts de l’expansion française dans le Pacifique (1835-1845)","1835","1845","199603_blais","","","",""
"199604","1996","boeuf","Boeuf","Estelle","2","Le chartrier de l’archévêché d’Arles (417-1202)","417","1202","199604_boeuf","","","",""
"199605","1996","capot","Capot","Stéphane","1","La chambre_mi-partie du parlement de Toulouse, dite chambre de l’Édit de Castres (1579-1679) : naissance et disparition  du privilège judiciaire des protestants en Languedoc","1579","1679","199605_capot","","","",""
